CATÁLOGO DE 2.000 TÉCNICAS Y METODOLOGÍAS
PARTE 3 — ENTRADAS 1351 A 2000
Formato: TIPO, SECTOR, ENFOQUE > NÚMERO > NOMBRE > DESCRIPCIÓN
Nota: las entradas marcadas como APLICACIÓN METODOLÓGICA son adaptaciones sectoriales explícitas, no métodos canónicos nuevos.

MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1351 > Demostración directa > Deriva la conclusión desde axiomas y definiciones.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1503 > Truncated SVD > Descarta valores singulares pequeños.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1504 > Pseudoinverse > Generaliza la inversa.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1505 > Condition Number > Cuantifica sensibilidad.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1506 > Forward Error Analysis > Compara resultado con solución exacta.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1507 > Backward Error Analysis > Busca datos perturbados compatibles.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1508 > Interval Arithmetic > Propaga intervalos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1509 > Automatic Differentiation > Calcula derivadas por regla de cadena.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1510 > Finite Differences > Aproxima derivadas numéricamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1511 > Complex-Step Differentiation > Evita cancelación con perturbación compleja.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1512 > Richardson Extrapolation > Cancela error dominante.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1513 > Trapezoidal Rule > Integra mediante trapecios.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1514 > Simpson Rule > Integra con parábolas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1515 > Gaussian Quadrature > Selecciona nodos óptimos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1516 > Adaptive Quadrature > Refina donde hay más error.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1517 > Romberg Integration > Combina trapecios y extrapolación.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1518 > Monte Carlo Integration > Integra mediante muestreo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1519 > Quasi-Monte Carlo > Usa baja discrepancia.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1520 > Euler Method > Integra ODE explícitamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1521 > Backward Euler > Integra implícitamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1522 > Runge-Kutta 4 > Usa cuatro pendientes por paso.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1523 > Adaptive Runge-Kutta > Ajusta paso por error.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1524 > Dormand-Prince > Usa un par embebido.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1525 > Adams-Bashforth > Usa pendientes pasadas explícitamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1526 > Adams-Moulton > Usa fórmula implícita multistep.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1527 > BDF > Integra problemas rígidos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1528 > Exponential Integrator > Trata exactamente la parte lineal.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1529 > Symplectic Integrator > Preserva estructura hamiltoniana.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1530 > Verlet Integration > Integra mecánica establemente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1531 > Leapfrog Integration > Alterna posición y velocidad.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1532 > Shooting Method > Convierte contorno en valor inicial.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1533 > Collocation Method > Impone ecuación en puntos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1534 > Finite Difference Method > Discretiza derivadas en malla.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1535 > Finite Element Method > Usa funciones locales por elementos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1536 > Finite Volume Method > Conserva flujos por volúmenes.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1537 > Boundary Element Method > Reduce cálculo a fronteras.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1538 > Spectral Method > Usa bases globales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1539 > Pseudo-Spectral Method > Evalúa términos en puntos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1540 > Discontinuous Galerkin > Permite discontinuidades locales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1541 > Method of Lines > Discretiza espacio primero.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1542 > Operator Splitting > Separa operadores.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1543 > Strang Splitting > Usa composición simétrica.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1544 > Upwind Scheme > Discretiza según dirección de flujo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1545 > Lax-Friedrichs > Añade difusión numérica.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1546 > Lax-Wendroff > Logra segundo orden.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1547 > Godunov Method > Resuelve problemas de Riemann.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1548 > MUSCL > Reconstruye perfiles de orden superior.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1549 > WENO > Combina plantillas adaptativamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1550 > Level Set Method > Representa interfaces implícitamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1551 > Fast Marching > Resuelve propagación monótona.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1552 > Fast Multipole Method > Acelera interacciones lejanas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1553 > Particle-in-Cell > Combina partículas y malla.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1554 > Smoothed Particle Hydrodynamics > Modela fluidos con partículas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1555 > Lattice Boltzmann > Simula fluidos en una red.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1556 > Discrete Element Method > Simula partículas o cuerpos discretos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1557 > Molecular Dynamics > Integra movimiento atómico.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1558 > Monte Carlo Molecular Simulation > Muestrea configuraciones moleculares.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1559 > Density Functional Theory > Calcula estructura electrónica por densidad.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1560 > Hartree-Fock > Usa un determinante autoconsistente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1561 > Configuration Interaction > Expande configuraciones electrónicas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1562 > Coupled Cluster > Usa un ansatz exponencial.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1563 > Tensor Networks > Representa estados de alta dimensión.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1564 > Matrix Product States > Representa estados unidimensionales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1565 > DMRG > Optimiza estados cuánticos de baja entrelazación.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1566 > Variational Monte Carlo > Optimiza funciones de onda muestreando.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1567 > Diffusion Monte Carlo > Proyecta hacia baja energía.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1568 > Path Integral Monte Carlo > Muestrea trayectorias cuánticas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1569 > Finite-Size Scaling > Extrapola comportamiento termodinámico.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1570 > Renormalization Group > Estudia cambios con escala.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1571 > Perturbation Theory > Expande alrededor de un problema resoluble.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1572 > Singular Perturbation > Trata escalas separadas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1573 > Matched Asymptotic Expansions > Empalma soluciones internas y externas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1574 > Multiple Scale Analysis > Introduce escalas separadas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1575 > WKB Approximation > Aproxima ondas con parámetros lentos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1576 > Stationary Phase > Aproxima integrales oscilatorias.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1577 > Steepest Descent > Deforma contornos hacia máximo descenso.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1578 > Laplace Method > Aproxima integrales exponenciales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1579 > Fourier Transform > Descompone en frecuencias.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1580 > Discrete Fourier Transform > Representa secuencias finitas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1581 > Fast Fourier Transform > Calcula DFT eficientemente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1582 > Cosine Transform > Expande en cosenos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1583 > Laplace Transform > Convierte diferenciales en algebraicas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1584 > Z Transform > Analiza sistemas discretos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1585 > Mellin Transform > Analiza escalamiento multiplicativo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1586 > Hilbert Transform > Construye señal analítica.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1587 > Wavelet Transform > Analiza por posición y escala.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1588 > Convolution > Combina funciones desplazadas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1589 > Deconvolution > Recupera una señal convolucionada.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1590 > Wiener Deconvolution > Invierte controlando ruido.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1591 > Maximum Entropy > Elige la distribución menos informativa.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1592 > MAP Estimation > Maximiza la posterior.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1593 > Bayesian Inference > Actualiza probabilidades con datos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1594 > Likelihood Ratio Test > Compara modelos anidados.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1595 > Wald Test > Contrasta con estimación y error.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1596 > Score Test > Contrasta desde el modelo restringido.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1597 > Confidence Interval > Construye cobertura frecuentista.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1598 > Credible Interval > Resume probabilidad posterior.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1599 > Profile Likelihood > Elimina parámetros nuisance.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1600 > Empirical Bayes > Estima priors desde datos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1601 > Hierarchical Bayes > Comparte información entre grupos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1602 > Hidden Markov Model > Modela estados latentes secuenciales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1603 > Kalman Smoother > Estima estados usando toda la serie.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1604 > Viterbi Algorithm > Encuentra secuencia de estados más probable.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1605 > Forward-Backward > Calcula marginales de estados.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1606 > Expectation-Maximization > Alterna expectativas y maximización.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1607 > Variational Inference > Aproxima una posterior optimizando.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1608 > Laplace Approximation > Aproxima por una gaussiana.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1609 > Belief Propagation > Pasa mensajes en grafos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1610 > Junction Tree > Permite inferencia exacta en cliques.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1611 > Sequential Importance Resampling > Repondera y remuestrea partículas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1612 > Latin Square Design > Controla dos fuentes de variación.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1613 > Randomized Block Design > Aleatoriza dentro de bloques.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1614 > Split-Plot Design > Asigna factores a unidades distintas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1615 > D-Optimal Design > Maximiza información sobre parámetros.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1616 > A-Optimal Design > Minimiza varianza media.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1617 > Sequential Experimental Design > Elige ensayos según resultados previos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1618 > Sensitivity Analysis > Mide influencia de entradas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1619 > Local Sensitivity > Evalúa derivadas alrededor de un punto.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1620 > Global Sensitivity > Explora todo el dominio.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1621 > Sobol Indices > Descompone varianza.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1622 > Morris Screening > Criba factores eficientemente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1623 > FAST > Estima sensibilidad por frecuencias.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1624 > Uncertainty Quantification > Representa y propaga incertidumbre.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1625 > Polynomial Chaos Expansion > Expande variables aleatorias.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1626 > Surrogate Modeling > Sustituye simulaciones costosas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1627 > Kriging > Interpola con incertidumbre.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1628 > Response Surface Model > Aproxima respuestas con funciones simples.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1629 > Proper Orthogonal Decomposition > Reduce orden mediante modos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1630 > Dynamic Mode Decomposition > Extrae modos dinámicos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1631 > Reduced Basis Method > Aproxima soluciones paramétricas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1632 > Homotopy Continuation > Deforma un problema fácil.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1633 > Continuation Method > Sigue soluciones al variar parámetros.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1634 > Bifurcation Analysis > Estudia cambios cualitativos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1635 > Lyapunov Stability > Evalúa estabilidad.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1636 > Phase Plane Analysis > Estudia trayectorias bidimensionales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1637 > Poincaré Map > Reduce dinámica continua.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1638 > Floquet Theory > Analiza sistemas periódicos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1639 > Normal Form Theory > Simplifica cerca de bifurcaciones.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1640 > Lyapunov Exponents > Miden divergencia de trayectorias.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1641 > Recurrence Plot > Visualiza retornos de estados.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1642 > Fractal Dimension > Mide complejidad geométrica.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1643 > Detrended Fluctuation Analysis > Mide correlaciones de largo alcance.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1644 > Survival Analysis > Modela tiempo hasta evento.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1645 > Reliability Function > Describe supervivencia temporal.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1646 > Hazard Function > Describe tasa instantánea de fallo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1647 > Weibull Analysis > Modela vidas y patrones de fallo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1648 > Extreme Value Theory > Modela eventos extremos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1649 > Peaks Over Threshold > Modela excedencias.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1650 > Copula Modeling > Separa marginales y dependencia.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1651 > Gaussian Copula > Usa dependencia gaussiana latente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1652 > Time Series Decomposition > Separa tendencia y estacionalidad.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1653 > AR Model > Predice desde valores pasados.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1654 > MA Model > Usa errores pasados.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1655 > ARMA > Combina AR y MA.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1656 > ARIMA > Añade diferenciación.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1657 > SARIMA > Añade estacionalidad.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1658 > Exponential Smoothing > Pondera datos recientes.
