catalog_schema_version,catalog_version,transformation_rules_version,blackforge_id,display_order_v2,record_hash,source_fingerprint,review_status,manual_review_reason,activation_tier,default_enabled,selection_weight,mode,source_catalog,source_kind,source_number,source_ref,source_file,source_family,title,description,source_text,operational_prompt,operationalization_status,stage_primary,stage_secondary,stage_confidence,combination_role,recommended_pair_roles,functional_category_primary,functional_category_secondary,taxonomy_confidence,domain_primary,domain_secondary,cybersecurity_fit,developer_tools_fit,profile_offensive_research,profile_defensive_engineering,profile_devtools,profile_hybrid,causal_axis_primary,causal_axis_secondary,causal_axis_confidence,evidence_level,verification_method,input_contract,output_artifact,use_when,avoid_when,prerequisites,execution_scope_v2,safety_class,risk_level,requires_sandbox,requires_explicit_authorization,external_target_prohibited,human_impact,compliance_impact,quota_group,near_duplicate_status,canonical_item_id,semantic_cluster_id,score_profile_version,source_integrity_v2,operational_clarity_v2,blackforge_fit_v2,causal_leverage_v2,validation_readiness_v2,diversity_contribution_v2,quality_score_v2,score_confidence,debate_rounds_applied,change_reason,tier_relaxation_reason,pipeline_stage,functional_category,domain_scope,execution_scope,tier,activation_weight,audit_score,audit_origin,audit_change,audit_note
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0459,348,732fb757249c3a1871ff9ad34da18adab5d045ed226bc172ac83dd096a0999e4,4bca986500814f641e20772c73dbf37ddde14a1365762bd70796ff93cfb0abd5,approved_auto,,extended,False,5,BLACKFORGE,R1000,frame_break,459,R1000-0459,1000_tecnicas_ruptura_de_marco.txt,Fallo y resiliencia,Fallo temprano,detecta antes de invertir.,Fallo temprano — detecta antes de invertir.,"Rompe el marco mediante: Fallo temprano — detecta antes de invertir.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,ROMPER,,1.0,frame_breaker,idea_generator;adversarial_challenger,failure_resilience,,1.0,cybersecurity,,0,0,40,30,0,33,failure_default,,1.0,none,none,"problem_map, assumptions, invariants, constraints",rupture_hypothesis,Cuando las soluciones convergen sobre los mismos supuestos o restricciones.,No aplicar restricciones destructivas sobre sistemas reales.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,failure_resilience|failure_default,unique,BF-CYB-R1000-0459,,BF-Q2.0,15,11,0,18,0,4,48,high,1-20,domain_reclassified;causal_axis_added;integration_contract_added,,ROMPER,failure_resilience,hybrid,defensive_design,extended,2,71,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0463,349,4f8665634c421f324c6f1782dc8d1b1bd903db4b1ed5fac32267796363745c39,6d100988a7e4159f49591122efe9cc4a05f1c02b135ab3984d0656fa87786b83,approved_auto,,extended,False,5,BLACKFORGE,R1000,frame_break,463,R1000-0463,1000_tecnicas_ruptura_de_marco.txt,Fallo y resiliencia,Fallo por contradicción,introduce estados incompatibles.,Fallo por contradicción — introduce estados incompatibles.,"Rompe el marco mediante: Fallo por contradicción — introduce estados incompatibles.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,ROMPER,DESCOMPONER,1.0,frame_breaker,idea_generator;adversarial_challenger,failure_resilience,,1.0,cybersecurity,,0,0,40,30,0,33,failure_default,,1.0,none,none,"problem_map, assumptions, invariants, constraints",rupture_hypothesis,Cuando las soluciones convergen sobre los mismos supuestos o restricciones.,No aplicar restricciones destructivas sobre sistemas reales.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,failure_resilience|failure_default,unique,BF-CYB-R1000-0463,,BF-Q2.0,15,9,0,20,0,4,48,high,1-20,domain_reclassified;causal_axis_added;integration_contract_added,,ROMPER,failure_resilience,developer_tools,defensive_design,extended,2,74,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0779,350,018f557555cda1f0543a2edf953fc00842e69f23b43ab05aa383c22ee0640fb6,81c5c4aa470d5111758553b747bdf223219d4da990fc58fc8b8f580c5ee5b53f,approved_auto,,extended,False,5,BLACKFORGE,R1000,frame_break,779,R1000-0779,1000_tecnicas_ruptura_de_marco.txt,Seguridad y adversarialidad,Defensa por aislamiento,separa zonas críticas.,Defensa por aislamiento — separa zonas críticas.,"Rompe el marco mediante: Defensa por aislamiento — separa zonas críticas.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,ATACAR,,0.55,adversarial_challenger,evolver;evaluator,failure_resilience,adversarial_threat,0.8,cybersecurity,,4,0,42,32,0,35,failure_default,,1.0,none,none,"idea_candidate, threat_model, safety_limits",adversarial_findings,"Cuando una idea debe resistir abuso, adaptación adversarial o casos límite autorizados.","No ejecutar contra terceros ni fuera de un entorno propio, autorizado o simulado.",normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,failure_resilience|failure_default,unique,BF-CYB-R1000-0779,,BF-Q2.0,15,9,1,18,0,4,47,medium,1-20,tier_recalibrated;causal_axis_added;integration_contract_added,,ATACAR,failure_resilience,cybersecurity,defensive_design,core,5,81,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1165,351,c0b1e54e174e61e245c6c6732dacd7586111cd74732ad890c96f83b83554e8c3,e4d9bf128d8dfe4e24aa977feba26be91fdb77e6dcfe6f395ba3131bfcf66d3e,approved_auto,,extended,False,5,BLACKFORGE,L600,lens,1165,L600-1165,lentes_1101-1700.txt,Lentes 1151-1200,Lente de desviación primaria y secundaria,distinguir el acto inicial de la identidad desviada creada por la reacción social.,Lente de desviación primaria y secundaria: distinguir el acto inicial de la identidad desviada creada por la reacción social.,"Examina el reto desde: Lente de desviación primaria y secundaria: distinguir el acto inicial de la identidad desviada creada por la reacción social.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,trust_identity_access,human_factors,0.55,cybersecurity,,4,0,2,32,0,21,authority_source,,0.4,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,True,False,trust_identity_access|authority_source,unique,BF-CYB-L600-1165,,BF-Q2.0,15,13,1,11,5,2,47,medium,1-20,execution_hardened;causal_axis_added;integration_contract_added,,CARTOGRAFIAR,trust_identity_access,cybersecurity,conceptual_only,extended,2,61,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1241,352,ac1032c9184c37b215143c0d05fbe3014dd80cd1c245037d5cf4630203485594,39e5ef24c616cdd0e1e09fede9cc5d48f5b19541ba34ac990a6a27e6358d6e99,approved_auto,,extended,False,5,BLACKFORGE,L600,lens,1241,L600-1241,lentes_1101-1700.txt,Lentes 1201-1250,Lente comunitarista filosófica,entender la identidad moral como inseparable de tradiciones y comunidades concretas.,Lente comunitarista filosófica: entender la identidad moral como inseparable de tradiciones y comunidades concretas.,"Examina el reto desde: Lente comunitarista filosófica: entender la identidad moral como inseparable de tradiciones y comunidades concretas.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,trust_identity_access,,0.55,cybersecurity,,4,0,2,32,0,21,authority_source,,0.4,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,trust_identity_access|authority_source,unique,BF-CYB-L600-1241,,BF-Q2.0,15,13,1,11,5,2,47,medium,1-20,execution_hardened;causal_axis_added;integration_contract_added,,CARTOGRAFIAR,trust_identity_access,cybersecurity,conceptual_only,extended,2,61,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1499,353,b41fb90a293d4d0a8dc94c26f752f544233eefe066ce243f75a2a7ac3de122fc,036f6131b6af5252e46d65e7558ba7fc9205c896751db4ca3f7129c1c7841eb8,approved_auto,,extended,False,5,BLACKFORGE,L600,lens,1499,L600-1499,lentes_1101-1700.txt,Lentes 1451-1500,Lente de diseño emocional reflexivo,"considerar la historia, identidad y significado que queda después del uso.","Lente de diseño emocional reflexivo: considerar la historia, identidad y significado que queda después del uso.","Examina el reto desde: Lente de diseño emocional reflexivo: considerar la historia, identidad y significado que queda después del uso.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,trust_identity_access,,0.55,cybersecurity,,4,0,2,32,0,21,authority_source,,0.4,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,trust_identity_access|authority_source,unique,BF-CYB-L600-1499,,BF-Q2.0,15,13,1,11,5,2,47,medium,1-20,execution_hardened;causal_axis_added;integration_contract_added,,CARTOGRAFIAR,trust_identity_access,cybersecurity,conceptual_only,extended,2,61,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-L600-1510,354,6c8eaaec997cac7151932c61c53c26c3be088e0915f382ab8218683b3ba1e95d,c4e682b84cd8ad4bc80e6bd105232ca197840fa5371efb35ef8168d221b5a062,manual_review_recommended,causal_axis_unknown,extended,False,5,BLACKFORGE,L600,lens,1510,L600-1510,lentes_1101-1700.txt,Lentes 1501-1550,Lente de procedencia de artefactos,"demostrar quién construyó qué, con qué fuentes, herramientas y parámetros.","Lente de procedencia de artefactos: demostrar quién construyó qué, con qué fuentes, herramientas y parámetros.","Examina el reto desde: Lente de procedencia de artefactos: demostrar quién construyó qué, con qué fuentes, herramientas y parámetros.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,CARTOGRAFIAR,,1.0,mapper,decomposer;frame_breaker,data_privacy_provenance,evidence_verification,1.0,cybersecurity,,30,8,16,46,5,23,unknown,,0.0,conceptual,none,"normalized_challenge, known_solutions, context",problem_map,"Cuando hace falta describir el espacio conocido, actores, dependencias o puntos ciegos.",No confundir perspectiva con evidencia de eficacia.,normalized_challenge;source_traceability,conceptual_only,S0_CONCEPTUAL,low,False,False,False,False,False,data_privacy_provenance|unknown,unique,BF-CYB-L600-1510,,BF-Q2.0,15,13,6,0,5,8,47,medium,1-20,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,CARTOGRAFIAR,supply_chain_build,developer_tools,conceptual_only,core,5,61,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0108,355,4f78191d727142419105986fb882fb6c9e6f0af4e812cebe94bdfe7286bee83d,150e56206da7667627119c18a8e3cfad0e2b7748ec57f1a0cb43927be30734d2,approved_auto,,extended,False,5,BLACKFORGE,M800,method,108,M800-0108,800_metodos_ideas_disruptivas.txt,Reconfiguración espacial,Zona segura dinámica,Modificar límites de acceso según contexto y evidencia.,Zona segura dinámica — Modificar límites de acceso según contexto y evidencia.,"Ejecuta la operación: Zona segura dinámica — Modificar límites de acceso según contexto y evidencia.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DELIMITAR,,0.55,scope_guard,mapper;frame_breaker,evidence_verification,trust_identity_access,0.8,cybersecurity,,4,0,2,42,0,25,constraint_scope,evidence_required,0.75,none,none,"challenge, authorized_scope, assets, constraints, stakeholders",scope_contract,"Antes de idear, cuando alcance, activos, autorización o límites no están cerrados.",No usar para reemplazar una autorización legal o técnica inexistente.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,evidence_verification|constraint_scope,unique,BF-CYB-M800-0108,,BF-Q2.0,15,13,1,16,0,2,47,medium,1-20,stage_reclassified;category_reclassified;causal_axis_added;integration_contract_added,,DIVERGIR,trust_identity_access,cybersecurity,defensive_design,extended,2,70,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0659,356,99ec5bcf1937c14315cd3d3dfd4e22f8ade9f80f5523a3afc1b894fed7294305,4ac122d29391974f14d287cfbd39ff2005c34d3f02834b96e159622e63965b5b,approved_auto,,extended,False,5,BLACKFORGE,M800,method,659,M800-0659,800_metodos_ideas_disruptivas.txt,Paradojas y tensiones,Permanencia mediante reemplazo,Conservar identidad mientras se sustituyen componentes.,Permanencia mediante reemplazo — Conservar identidad mientras se sustituyen componentes.,"Ejecuta la operación: Permanencia mediante reemplazo — Conservar identidad mientras se sustituyen componentes.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DESCOMPONER,,0.8,decomposer,frame_breaker;idea_generator,trust_identity_access,,0.55,cybersecurity,,4,0,2,32,0,21,authority_source,,0.4,none,none,"problem_map, actors, assets, states, dependencies",primitive_map,"Cuando el problema es demasiado agregado y deben aislarse primitivas, estados o fronteras.",No fragmentar hasta perder relaciones causales o responsabilidades.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,trust_identity_access|authority_source,unique,BF-CYB-M800-0659,,BF-Q2.0,15,15,1,14,0,2,47,medium,1-20,stage_reclassified;causal_axis_added;integration_contract_added,,ROMPER,trust_identity_access,cybersecurity,defensive_design,extended,2,68,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-R1000-0464,357,ede70decbe049a3ee44c607d18f8f3c7633e56c7a06b55d17f4ec6b5ba163fa1,04a20c05f72a54406d558ba6fc3769fd6dd362491e6bf4d0bf26c8a3b14644be,approved_auto,,extended,False,5,BLACKFORGE,R1000,frame_break,464,R1000-0464,1000_tecnicas_ruptura_de_marco.txt,Fallo y resiliencia,Fallo por ausencia,retira una dependencia.,Fallo por ausencia — retira una dependencia.,"Rompe el marco mediante: Fallo por ausencia — retira una dependencia.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DESCOMPONER,,0.55,decomposer,frame_breaker;idea_generator,failure_resilience,,1.0,developer_tools,,0,4,25,30,3,29,failure_default,,1.0,none,none,"problem_map, actors, assets, states, dependencies",primitive_map,"Cuando el problema es demasiado agregado y deben aislarse primitivas, estados o fronteras.",No fragmentar hasta perder relaciones causales o responsabilidades.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,failure_resilience|failure_default,unique,BF-CYB-R1000-0464,,BF-Q2.0,15,9,1,18,0,4,47,medium,1-20,causal_axis_added;integration_contract_added,,DESCOMPONER,failure_resilience,developer_tools,defensive_design,extended,2,74,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0149,358,acad7d9213f2afe867a9477f7301dd8064b0dda34b2faa8ee76594828b5a49a0,f2743c64bd594931fc71b44d7738360f4b730bad6394efec7e3c20fb38dfe496,approved_auto,,extended,False,5,BLACKFORGE,M800,method,149,M800-0149,800_metodos_ideas_disruptivas.txt,Cambio de incentivos,Penalización al controlador,Asignar el coste del fallo a quien podía evitarlo.,Penalización al controlador — Asignar el coste del fallo a quien podía evitarlo.,"Ejecuta la operación: Penalización al controlador — Asignar el coste del fallo a quien podía evitarlo.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,failure_resilience,governance_incentives,0.8,cybersecurity,,0,0,25,30,0,28,incentive_structure,,1.0,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,failure_resilience|incentive_structure,unique,BF-CYB-M800-0149,,BF-Q2.0,15,13,0,15,0,4,47,medium,1-20,domain_reclassified;causal_axis_added;integration_contract_added,,DIVERGIR,failure_resilience,hybrid,defensive_design,extended,2,65,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0273,359,caa5d549ddf5a876c85b9e71c6ae135e1e6e35b7ba3998d0aba543af5048ae0f,2948fcf79df8e6baaeaac7f4d4f8280341ab1da7957a43aaf10295682733fc0d,approved_auto,,extended,False,5,BLACKFORGE,M800,method,273,M800-0273,800_metodos_ideas_disruptivas.txt,Exaptación y usos inesperados,Reutilizar permisos,Derivar capacidades temporales de autorizaciones existentes.,Reutilizar permisos — Derivar capacidades temporales de autorizaciones existentes.,"Ejecuta la operación: Reutilizar permisos — Derivar capacidades temporales de autorizaciones existentes.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,trust_identity_access,,1.0,cybersecurity,,8,0,4,34,0,23,authorization_rule,,1.0,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,trust_identity_access|authorization_rule,unique,BF-CYB-M800-0273,,BF-Q2.0,15,13,2,15,0,2,47,medium,1-20,causal_axis_added;integration_contract_added,,DIVERGIR,trust_identity_access,cybersecurity,defensive_design,extended,2,71,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0304,360,67cf55d4b28f9fb20d57565c6a29d7caf966f98b3ed41047e9e5f32be8d841cf,0dfda189140e58a137e38ae823708735d3dd86740c772c395caba40948b128a5,approved_auto,,extended,False,5,BLACKFORGE,M800,method,304,M800-0304,800_metodos_ideas_disruptivas.txt,Fracaso y resiliencia,Degradación elegante,Mantener funciones esenciales cuando faltan recursos.,Degradación elegante — Mantener funciones esenciales cuando faltan recursos.,"Ejecuta la operación: Degradación elegante — Mantener funciones esenciales cuando faltan recursos.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,failure_resilience,,1.0,cybersecurity,,0,0,25,30,0,28,failure_default,resource_dependency,1.0,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,failure_resilience|failure_default,unique,BF-CYB-M800-0304,,BF-Q2.0,15,13,0,15,0,4,47,medium,1-20,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,DIVERGIR,failure_resilience,hybrid,defensive_design,core,5,69,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0307,361,b5ad23b31e16d7bbbed7fcc80eae0a3eeaa9ae9140380d34ee0b4db553cc9f3c,51a94ce5e8612f346779fdccb79e71515f59b7d8325ebcdebaf0ffc13dd1aaea,approved_auto,,extended,False,5,BLACKFORGE,M800,method,307,M800-0307,800_metodos_ideas_disruptivas.txt,Fracaso y resiliencia,Punto de restauración,Crear hitos reversibles antes de cambios peligrosos.,Punto de restauración — Crear hitos reversibles antes de cambios peligrosos.,"Ejecuta la operación: Punto de restauración — Crear hitos reversibles antes de cambios peligrosos.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,failure_resilience,,0.55,cybersecurity,,0,0,25,30,0,28,rollback_authority,,1.0,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,failure_resilience|rollback_authority,unique,BF-CYB-M800-0307,,BF-Q2.0,15,13,0,15,0,4,47,medium,1-20,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,,DIVERGIR,failure_resilience,hybrid,defensive_design,core,5,65,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0383,362,f56b0f7fd6951f4dc6af10c9d774578643989dd52b66bf6ac7fd190345677935,4052e0a27836c6dc01f7be24f1e4729650935d4d88c3f689f289f88c24ad454e,approved_auto,,extended,False,5,BLACKFORGE,M800,method,383,M800-0383,800_metodos_ideas_disruptivas.txt,"Confianza, identidad y gobernanza",Identidad contextual,Demostrar atributos concretos sin revelar una identidad completa.,Identidad contextual — Demostrar atributos concretos sin revelar una identidad completa.,"Ejecuta la operación: Identidad contextual — Demostrar atributos concretos sin revelar una identidad completa.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,trust_identity_access,,1.0,cybersecurity,,8,0,4,34,0,23,authority_source,,1.0,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,trust_identity_access|authority_source,canonical_variant,BF-CYB-M800-0383,TITLE-004,BF-Q2.0,15,13,2,15,0,2,47,medium,1-20,causal_axis_added;integration_contract_added,,DIVERGIR,trust_identity_access,cybersecurity,defensive_design,extended,2,68,original_csv,retained,Coincidencia canónica verificada. Colisión literal de título retenida por mecanismo/descripción distinta: R1000-0381.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-M800-0560,363,8129c77c66086174c7910427d4a57a8a9d34768b3836184c44d79c56929f46be,556bc2f8744d9bd65397a412d5a45b349748fcbe21b0b99fe85b12d64de48395,manual_review_recommended,causal_axis_unknown,extended,False,5,BLACKFORGE,M800,method,560,M800-0560,800_metodos_ideas_disruptivas.txt,IA y automatización,IA como simulador,Probar estrategias en escenarios sintéticos antes de actuar.,IA como simulador — Probar estrategias en escenarios sintéticos antes de actuar.,"Ejecuta la operación: IA como simulador — Probar estrategias en escenarios sintéticos antes de actuar.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,agents_ai_devtools,,1.0,developer_tools,,0,37,0,0,54,18,unknown,,0.0,conceptual,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,agents_ai_devtools|unknown,unique,BF-CYB-M800-0560,,BF-Q2.0,15,15,7,0,5,5,47,medium,1-20,tier_recalibrated;causal_axis_added;integration_contract_added,,DIVERGIR,agents_ai_devtools,developer_tools,defensive_design,core,5,66,gap_audit_addition,added,Añadido al detectar un hueco de cobertura frente al catálogo completo.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-S800-0254,364,1cc6357724a01a3081567117cdef1e0d8a7c9173ee7a924dd86a8967f9b0820e,3703ba897dbfccc3d8659cbc3b7585d01eac2d72d22d75585da9a2a51306c52d,approved_auto,,extended,False,5,BLACKFORGE,S800,space_escape,254,S800-0254,800_tecnicas_salto_espacio_conocido.txt,Transformaciones estructurales y topológicas,Cámaras de eco inverso,solo circula la evidencia que contradice el consenso.,Cámaras de eco inverso — solo circula la evidencia que contradice el consenso.,"Explora fuera del espacio conocido mediante: Cámaras de eco inverso — solo circula la evidencia que contradice el consenso.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,evidence_verification,governance_incentives,0.8,cybersecurity,,4,0,2,32,0,21,evidence_required,coordination_rule,0.75,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,medium,False,False,False,False,False,evidence_verification|evidence_required,unique,BF-CYB-S800-0254,,BF-Q2.0,15,13,1,16,0,2,47,medium,1-20,domain_reclassified;causal_axis_added;integration_contract_added,,DIVERGIR,evidence_verification,hybrid,defensive_design,extended,2,65,original_csv,retained,Coincidencia canónica verificada.
2.0.0,2.0.0-debate20,BF-RULES-2.0.0,BF-CYB-S800-0323,365,0c488581c0e5c931813f4aff5259601e8c6e38eb0b4c19c468440a564a7cae84,b9ea2e1f1e579da1f52effbccb1d8444801fc2a0658a326379b91f44e2e877c3,approved_auto,,extended,False,5,BLACKFORGE,S800,space_escape,323,S800-0323,800_tecnicas_salto_espacio_conocido.txt,"Causalidad, secuencia y tiempo",Cascada retardada,los fallos se activan en tiempos distintos.,Cascada retardada — los fallos se activan en tiempos distintos.,"Explora fuera del espacio conocido mediante: Cascada retardada — los fallos se activan en tiempos distintos.. Devuelve el supuesto o variable afectada, el cambio causal propuesto, el riesgo principal y el artefacto verificable.",derived_template_v2,DIVERGIR,,0.55,idea_generator,adversarial_challenger;evaluator,causal_state_transitions,failure_resilience,1.0,cybersecurity,,0,0,0,0,30,20,failure_default,decision_trigger,0.75,none,none,"frozen_problem_model, rupture_set, taboo_mechanisms",idea_candidate,Cuando se necesitan alternativas estructuralmente distintas y una cartera diversa.,No declarar novedad mundial sin investigación externa.,normalized_challenge;source_traceability,defensive_design,S1_DEFENSIVE,low_medium,False,False,False,False,False,causal_state_transitions|failure_default,unique,BF-CYB-S800-0323,,BF-Q2.0,15,9,0,13,0,10,47,medium,1-20,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,,DIVERGIR,failure_resilience,hybrid,defensive_design,extended,2,69,original_csv,retained,Coincidencia canónica verificada.
